Name,pvc4,pvc4,pvc4,pvc4,pvc4,pvc4,pvc4,pvc4:Marker1,pvc4:Marker1,pvc4:Marker1,pvc4:Marker2,pvc4:Marker2,pvc4:Marker2,pvc4:Marker3,pvc4:Marker3,pvc4:Marker3,pvc3,pvc3,pvc3,pvc3,pvc3,pvc3,pvc3,pvc3:Marker1,pvc3:Marker1,pvc3:Marker1,pvc3:Marker2,pvc3:Marker2,pvc3:Marker2,pvc3:Marker3,pvc3:Marker3,pvc3:Marker3,pvc2,pvc2,pvc2,pvc2,pvc2,pvc2,pvc2,pvc2:Marker1,pvc2:Marker1,pvc2:Marker1,pvc2:Marker2,pvc2:Marker2,pvc2:Marker2,pvc2:Marker3,pvc2:Marker3,pvc2:Marker3,pvc1,pvc1,pvc1,pvc1,pvc1,pvc1,pvc1,pvc1:Marker1,pvc1:Marker1,pvc1:Marker1,pvc1:Marker2,pvc1:Marker2,pvc1:Marker2,pvc1:Marker3,pvc1:Marker3,pvc1:Marker3,FrontMod,FrontMod,FrontMod,FrontMod,FrontMod,FrontMod,FrontMod,FrontMod:Marker1,FrontMod:Marker1,FrontMod:Marker1,FrontMod:Marker2,FrontMod:Marker2,FrontMod:Marker2,FrontMod:Marker3,FrontMod:Marker3,FrontMod:Marker3,BackMod2,BackMod2,BackMod2,BackMod2,BackMod2,BackMod2,BackMod2,BackMod2:Marker1,BackMod2:Marker1,BackMod2:Marker1,BackMod2:Marker2,BackMod2:Marker2,BackMod2:Marker2,BackMod2:Marker3,BackMod2:Marker3,BackMod2:Marker3,pvc1 002,pvc1 002,pvc1 002,pvc1 002,pvc1 002,pvc1 002,pvc1 002,pvc1 002:Marker1,pvc1 002:Marker1,pvc1 002:Marker1,pvc1 002:Marker2,pvc1 002:Marker2,pvc1 002:Marker2,pvc1 002:Marker3,pvc1 002:Marker3,pvc1 002:Marker3,BackMod2:Marker1,BackMod2:Marker1,BackMod2:Marker1,BackMod2:Marker2,BackMod2:Marker2,BackMod2:Marker2,BackMod2:Marker3,BackMod2:Marker3,BackMod2:Marker3,FrontMod:Marker1,FrontMod:Marker1,FrontMod:Marker1,FrontMod:Marker2,FrontMod:Marker2,FrontMod:Marker2,FrontMod:Marker3,FrontMod:Marker3,FrontMod:Marker3,pvc1:Marker1,pvc1:Marker1,pvc1:Marker1,pvc1:Marker2,pvc1:Marker2,pvc1:Marker2,pvc1:Marker3,pvc1:Marker3,pvc1:Marker3,pvc2:Marker1,pvc2:Marker1,pvc2:Marker1,pvc2:Marker2,pvc2:Marker2,pvc2:Marker2,pvc2:Marker3,pvc2:Marker3,pvc2:Marker3,pvc3:Marker1,pvc3:Marker1,pvc3:Marker1,pvc3:Marker2,pvc3:Marker2,pvc3:Marker2,pvc3:Marker3,pvc3:Marker3,pvc3:Marker3,pvc4:Marker1,pvc4:Marker1,pvc4:Marker1,pvc4:Marker2,pvc4:Marker2,pvc4:Marker2,pvc4:Marker3,pvc4:Marker3,pvc4:Marker3
Component,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Axis,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1
Time (Seconds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.00303,0.01819,8.6e-05,0.99983,-0.275544,0.04919,0.198574,-0.10367,0.055624,0.198459,-0.343151,0.04732,0.200419,-0.379812,0.044625,0.196843,-0.01086,0.020629,-0.001491,0.999727,-0.275288,0.046463,0.055339,-0.106355,0.051333,0.056556,-0.345296,0.044524,0.055451,-0.374214,0.043532,0.054012,0.011316,0.034635,-0.000955,0.999336,-0.274493,0.048595,0.118397,-0.105648,0.053631,0.116859,-0.34402,0.047519,0.120263,-0.373812,0.044635,0.11807,-1.6e-05,0.024713,-0.00082,0.999694,-0.276911,0.044508,-0.038691,-0.109322,0.050278,-0.039927,-0.343075,0.041998,-0.038166,-0.378336,0.041248,-0.03798,0.846466,-0.40069,0.251978,-0.243825,-0.251126,0.102744,0.178655,-0.284253,0.084445,0.190569,-0.252308,0.138961,0.163673,-0.216818,0.084826,0.181722,-0.002313,0.998389,-0.046037,0.033086,-0.245547,0.085023,-0.015827,-0.259436,0.127192,0.011964,-0.21825,0.056747,-0.028606,-0.258956,0.071131,-0.030841,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.102744,-0.003551,0.002204,-0.066796,-0.002817,0.001036,0.16954,0.006368,-0.00324,-0.259457,0.127111,0.011895,-0.218449,0.056783,-0.028643,-0.258793,0.071173,-0.030755,-0.28394,0.084312,0.190589,-0.252162,0.139,0.163641,-0.218332,0.085137,0.181763,-0.108041,0.050353,-0.039897,-0.343359,0.041903,-0.038283,-0.378556,0.041314,-0.037876,-0.105256,0.053696,0.116895,-0.344885,0.046524,0.119536,-0.373757,0.04512,0.118436,-0.105404,0.051252,0.056433,-0.34514,0.045162,0.056224,-0.37498,0.042935,0.053303,-0.103656,0.055629,0.198456,-0.342849,0.047268,0.200495,-0.379997,0.044648,0.196804
0.008,0.005937,0.018318,0.000168,0.999815,-0.275547,0.049184,0.198575,-0.103673,0.055628,0.198453,-0.343154,0.047299,0.200427,-0.379815,0.044623,0.196844,-0.019789,0.020056,-0.000943,0.999603,-0.275309,0.046714,0.056137,-0.106385,0.051856,0.05745,-0.345314,0.044673,0.056207,-0.374229,0.043613,0.054754,0.016051,0.035042,-0.001273,0.999256,-0.274521,0.048417,0.117775,-0.105672,0.053307,0.116146,-0.344047,0.04739,0.119688,-0.373844,0.044555,0.117492,0.000514,0.02476,-0.000828,0.999693,-0.276976,0.044469,-0.0387,-0.109386,0.050233,-0.039945,-0.34314,0.041961,-0.038172,-0.378401,0.041212,-0.037983,0.844073,-0.402494,0.251229,-0.249846,-0.251092,0.102677,0.178823,-0.284293,0.084279,0.190372,-0.252159,0.139085,0.164304,-0.216823,0.084666,0.181792,-0.004209,0.997917,-0.058111,0.027705,-0.245516,0.083435,-0.016127,-0.259214,0.126234,0.010781,-0.218283,0.054921,-0.028511,-0.25905,0.069151,-0.030652,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.102744,-0.003551,0.002204,-0.066796,-0.002817,0.001036,0.16954,0.006368,-0.00324,-0.259318,0.126364,0.010843,-0.218412,0.054798,-0.02864,-0.25888,0.069132,-0.030613,-0.28391,0.084171,0.190368,-0.252021,0.139082,0.164288,-0.218267,0.084974,0.181848,-0.108037,0.050325,-0.039899,-0.343382,0.041854,-0.038292,-0.378573,0.041291,-0.037877,-0.105218,0.053367,0.11619,-0.344899,0.046636,0.118933,-0.37378,0.044982,0.117937,-0.105644,0.051824,0.057383,-0.345263,0.045174,0.056895,-0.375072,0.043108,0.054087,-0.103657,0.055633,0.19845,-0.34285,0.04727,0.200506,-0.380004,0.044635,0.196803
0.017,0.009865,0.018489,0.00015,0.99978,-0.275555,0.049158,0.198572,-0.103679,0.055573,0.198442,-0.343161,0.047271,0.200433,-0.379824,0.044629,0.196842,-0.035737,0.020119,-0.000301,0.999159,-0.275461,0.046779,0.056692,-0.106546,0.052284,0.057802,-0.345461,0.044607,0.056843,-0.374375,0.043446,0.055431,0.02748,0.036147,-0.000738,0.998968,-0.274642,0.048355,0.117233,-0.105798,0.053336,0.115348,-0.344163,0.047261,0.119273,-0.373964,0.044468,0.117077,0.00143,0.024768,-0.000923,0.999692,-0.276976,0.044437,-0.038713,-0.109386,0.050164,-0.039951,-0.343141,0.041944,-0.038189,-0.378402,0.041203,-0.038001,0.841741,-0.406806,0.246514,-0.255365,-0.250929,0.102622,0.178865,-0.284153,0.084169,0.190261,-0.251914,0.139268,0.164952,-0.216721,0.084428,0.181382,-0.00208,0.997306,-0.065693,0.032569,-0.245428,0.082036,-0.016777,-0.259216,0.125291,0.009346,-0.218193,0.053229,-0.028456,-0.258875,0.067589,-0.031222,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.102744,-0.003551,0.002204,-0.066796,-0.002817,0.001036,0.16954,0.006368,-0.00324,-0.259249,0.125253,0.009309,-0.218317,0.053224,-0.028499,-0.258747,0.067626,-0.031155,-0.2838,0.084087,0.190247,-0.251828,0.139293,0.164931,-0.21827,0.084628,0.181505,-0.108048,0.050247,-0.03991,-0.343386,0.041851,-0.038301,-0.378582,0.041269,-0.037901,-0.105265,0.053404,0.115394,-0.345065,0.046485,0.118532,-0.373893,0.044954,0.117563,-0.105897,0.052254,0.057746,-0.345399,0.045089,0.057433,-0.375175,0.042948,0.054845,-0.103667,0.055575,0.19844,-0.342851,0.047264,0.200493,-0.38001,0.04463,0.19681
0.025,0.014466,0.018646,0.000219,0.999722,-0.275504,0.049226,0.198579,-0.103629,0.055637,0.198454,-0.34311,0.047324,0.200444,-0.379774,0.044717,0.19684,-0.054886,0.020123,-0.000263,0.99829,-0.275433,0.046876,0.057047,-0.106523,0.052562,0.057932,-0.345432,0.044653,0.057286,-0.374344,0.043414,0.055922,0.038185,0.036819,-0.00053,0.998592,-0.274522,0.048327,0.116956,-0.105679,0.053296,0.114951,-0.344041,0.047211,0.119066,-0.373846,0.044475,0.116852,0.00263,0.024743,-0.000831,0.99969,-0.276932,0.044523,-0.038695,-0.109342,0.050274,-0.03991,-0.343096,0.042021,-0.03818,-0.378358,0.041275,-0.037996,0.839545,-0.410459,0.242415,-0.260619,-0.250683,0.102646,0.178922,-0.283928,0.08413,0.190152,-0.251594,0.139501,0.165566,-0.216526,0.084306,0.181047,-0.000399,0.996852,-0.071324,0.034619,-0.245232,0.081057,-0.017027,-0.258983,0.124648,0.008551,-0.218046,0.052028,-0.028264,-0.258666,0.066495,-0.031368,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.102744,-0.003551,0.002204,-0.066796,-0.002817,0.001036,0.16954,0.006368,-0.00324,-0.259007,0.124593,0.008506,-0.218185,0.05204,-0.0283,-0.25854,0.066531,-0.031302,-0.283652,0.084037,0.190149,-0.251528,0.139579,0.165529,-0.218153,0.084381,0.181237,-0.108003,0.050344,-0.039872,-0.34335,0.041956,-0.038291,-0.378545,0.041316,-0.037898,-0.10526,0.053352,0.115,-0.345068,0.046367,0.118068,-0.373785,0.044707,0.117137,-0.106106,0.052546,0.057883,-0.345374,0.044978,0.05784,-0.375059,0.042996,0.055243,-0.103627,0.05564,0.198453,-0.3428,0.047313,0.200493,-0.379945,0.04472,0.196814
0.033,0.017533,0.018771,0.000289,0.99967,-0.275501,0.049162,0.198557,-0.103626,0.05558,0.198428,-0.343106,0.047247,0.200427,-0.379772,0.044661,0.196817,-0.072772,0.020523,-0.000446,0.997137,-0.275398,0.046858,0.057353,-0.10649,0.052622,0.057892,-0.345396,0.044623,0.05773,-0.374309,0.043328,0.056436,0.060113,0.036272,-0.000724,0.997532,-0.274452,0.048413,0.116433,-0.105598,0.053116,0.114813,-0.343976,0.047349,0.118423,-0.373784,0.044774,0.116062,0.00407,0.024881,-0.000891,0.999682,-0.276942,0.044453,-0.038723,-0.109352,0.050176,-0.039967,-0.343107,0.041962,-0.038196,-0.378369,0.041222,-0.038005,0.837877,-0.41227,0.241085,-0.264336,-0.25061,0.102669,0.179045,-0.283898,0.084116,0.190084,-0.251442,0.139646,0.166024,-0.21649,0.084246,0.181026,-0.002398,0.996502,-0.078736,0.027894,-0.245272,0.080173,-0.017041,-0.258787,0.124108,0.008067,-0.218166,0.051044,-0.028214,-0.258862,0.065365,-0.030978,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.102744,-0.003551,0.002204,-0.066796,-0.002817,0.001036,0.16954,0.006368,-0.00324,-0.258851,0.124248,0.008141,-0.218287,0.050997,-0.028281,-0.258642,0.065259,-0.030982,-0.283631,0.083967,0.190101,-0.251342,0.139781,0.165962,-0.218153,0.084318,0.181224,-0.108001,0.050248,-0.039929,-0.343374,0.041891,-0.038308,-0.378551,0.041269,-0.037906,-0.105242,0.053177,0.114852,-0.345037,0.046112,0.117401,-0.373718,0.045222,0.116444,-0.106221,0.052611,0.057843,-0.345339,0.044822,0.058224,-0.375029,0.042931,0.055499,-0.103627,0.055578,0.198426,-0.342792,0.047294,0.200482,-0.37994,0.044637,0.196789
0.042,0.019298,0.018823,0.000208,0.999637,-0.275457,0.049176,0.198551,-0.10358,0.055555,0.198426,-0.343062,0.047269,0.200421,-0.379728,0.044704,0.196806,-0.089197,0.020513,-0.000711,0.995803,-0.275453,0.046875,0.0575,-0.106545,0.052678,0.057847,-0.34545,0.044644,0.057952,-0.374363,0.043302,0.056701,0.089471,0.036046,7.6e-05,0.995337,-0.274317,0.048366,0.11588,-0.105459,0.053058,0.11461,-0.343842,0.047227,0.117776,-0.37365,0.044812,0.115255,0.005785,0.024911,-0.000954,0.999673,-0.276914,0.044458,-0.038736,-0.109322,0.05015,-0.03997,-0.343079,0.041979,-0.038214,-0.378341,0.041246,-0.038023,0.835885,-0.414254,0.238896,-0.269478,-0.250661,0.102611,0.179315,-0.28398,0.083967,0.190106,-0.251438,0.139748,0.166754,-0.216567,0.084119,0.181083,-0.004303,0.996349,-0.081065,0.026435,-0.245334,0.08007,-0.017101,-0.25892,0.124078,0.007841,-0.218163,0.050981,-0.028221,-0.258918,0.065149,-0.030923,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.102744,-0.003551,0.002204,-0.066796,-0.002817,0.001036,0.16954,0.006368,-0.00324,-0.258975,0.124264,0.007946,-0.218283,0.050928,-0.028291,-0.258687,0.064942,-0.030992,-0.283688,0.08389,0.190094,-0.251389,0.139822,0.166723,-0.218264,0.084135,0.181302,-0.107966,0.05023,-0.039923,-0.343345,0.041891,-0.038342,-0.378509,0.041307,-0.037911,-0.105102,0.053118,0.114661,-0.344918,0.045978,0.116442,-0.373596,0.04526,0.115747,-0.106182,0.052668,0.057791,-0.345398,0.044886,0.05857,-0.375118,0.042928,0.055804,-0.103593,0.055553,0.198425,-0.342741,0.04732,0.200471,-0.379882,0.04468,0.196781
0.05,0.020864,0.018897,0.000216,0.999604,-0.275439,0.049197,0.198538,-0.103562,0.05557,0.198407,-0.343044,0.047287,0.200413,-0.379711,0.044735,0.196795,-0.108783,0.020258,-0.001473,0.993858,-0.275481,0.046968,0.057806,-0.106569,0.052669,0.058018,-0.34548,0.044803,0.058307,-0.374394,0.043432,0.057095,0.125636,0.035665,0.001106,0.991434,-0.274281,0.048299,0.115134,-0.10542,0.052961,0.114315,-0.343807,0.04707,0.116899,-0.373616,0.044865,0.114189,0.007715,0.025045,-0.001046,0.999656,-0.276903,0.044448,-0.038744,-0.10931,0.050097,-0.040002,-0.343069,0.041985,-0.038215,-0.37833,0.041261,-0.038017,0.833278,-0.415185,0.239181,-0.275793,-0.250972,0.102352,0.179645,-0.284375,0.083608,0.189994,-0.251637,0.13964,0.167533,-0.216905,0.083809,0.181408,-0.007792,0.99606,-0.085115,0.023626,-0.245564,0.079908,-0.017154,-0.259276,0.124037,0.007505,-0.218279,0.050898,-0.028198,-0.259137,0.064788,-0.030768,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.102744,-0.003551,0.002204,-0.066796,-0.002817,0.001036,0.16954,0.006368,-0.00324,-0.259291,0.124178,0.007592,-0.218422,0.050921,-0.028224,-0.258951,0.064558,-0.030863,-0.283911,0.083663,0.189917,-0.251652,0.139575,0.167556,-0.21849,0.083883,0.181584,-0.107952,0.05017,-0.039953,-0.343334,0.041917,-0.038346,-0.378502,0.041306,-0.037901,-0.105015,0.053017,0.114364,-0.344951,0.046042,0.115754,-0.373541,0.045251,0.114634,-0.106123,0.052645,0.057963,-0.345427,0.045226,0.058919,-0.375148,0.042912,0.056376,-0.10359,0.055569,0.198407,-0.342709,0.047305,0.200445,-0.379852,0.044727,0.196778
