Format Version,1.23,Take Name,20mm_0.86,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-07-15 06.51.51.801 PM,Capture Start Frame,20949756,Total Frames in Take,1921,Total Exported Frames,1921,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,pvc4,pvc4,pvc4,pvc4,pvc4,pvc4,pvc4,pvc4:Marker1,pvc4:Marker1,pvc4:Marker1,pvc4:Marker2,pvc4:Marker2,pvc4:Marker2,pvc4:Marker3,pvc4:Marker3,pvc4:Marker3,pvc3,pvc3,pvc3,pvc3,pvc3,pvc3,pvc3,pvc3:Marker1,pvc3:Marker1,pvc3:Marker1,pvc3:Marker2,pvc3:Marker2,pvc3:Marker2,pvc3:Marker3,pvc3:Marker3,pvc3:Marker3,pvc2,pvc2,pvc2,pvc2,pvc2,pvc2,pvc2,pvc2:Marker1,pvc2:Marker1,pvc2:Marker1,pvc2:Marker2,pvc2:Marker2,pvc2:Marker2,pvc2:Marker3,pvc2:Marker3,pvc2:Marker3,pvc1,pvc1,pvc1,pvc1,pvc1,pvc1,pvc1,pvc1:Marker1,pvc1:Marker1,pvc1:Marker1,pvc1:Marker2,pvc1:Marker2,pvc1:Marker2,pvc1:Marker3,pvc1:Marker3,pvc1:Marker3,FrontMod,FrontMod,FrontMod,FrontMod,FrontMod,FrontMod,FrontMod,FrontMod:Marker1,FrontMod:Marker1,FrontMod:Marker1,FrontMod:Marker2,FrontMod:Marker2,FrontMod:Marker2,FrontMod:Marker3,FrontMod:Marker3,FrontMod:Marker3,BackMod2,BackMod2,BackMod2,BackMod2,BackMod2,BackMod2,BackMod2,BackMod2:Marker1,BackMod2:Marker1,BackMod2:Marker1,BackMod2:Marker2,BackMod2:Marker2,BackMod2:Marker2,BackMod2:Marker3,BackMod2:Marker3,BackMod2:Marker3,Niramay,Niramay,Niramay,Niramay,Niramay,Niramay,Niramay,Niramay:Marker1,Niramay:Marker1,Niramay:Marker1,Niramay:Marker2,Niramay:Marker2,Niramay:Marker2,Niramay:Marker3,Niramay:Marker3,Niramay:Marker3,BackMod2:Marker1,BackMod2:Marker1,BackMod2:Marker1,BackMod2:Marker2,BackMod2:Marker2,BackMod2:Marker2,BackMod2:Marker3,BackMod2:Marker3,BackMod2:Marker3,FrontMod:Marker1,FrontMod:Marker1,FrontMod:Marker1,FrontMod:Marker2,FrontMod:Marker2,FrontMod:Marker2,FrontMod:Marker3,FrontMod:Marker3,FrontMod:Marker3,Unlabeled 4028,Unlabeled 4028,Unlabeled 4028,Unlabeled 4029,Unlabeled 4029,Unlabeled 4029,Unlabeled 4030,Unlabeled 4030,Unlabeled 4030,pvc1:Marker1,pvc1:Marker1,pvc1:Marker1,pvc1:Marker2,pvc1:Marker2,pvc1:Marker2,pvc1:Marker3,pvc1:Marker3,pvc1:Marker3,pvc2:Marker1,pvc2:Marker1,pvc2:Marker1,pvc2:Marker2,pvc2:Marker2,pvc2:Marker2,pvc2:Marker3,pvc2:Marker3,pvc2:Marker3,pvc3:Marker1,pvc3:Marker1,pvc3:Marker1,pvc3:Marker2,pvc3:Marker2,pvc3:Marker2,pvc3:Marker3,pvc3:Marker3,pvc3:Marker3,pvc4:Marker1,pvc4:Marker1,pvc4:Marker1,pvc4:Marker2,pvc4:Marker2,pvc4:Marker2,pvc4:Marker3,pvc4:Marker3,pvc4:Marker3
,ID,1C1AB6E07FA111F11571DA7D1A00929B,1C1AB6E07FA111F11571DA7D1A00929B,1C1AB6E07FA111F11571DA7D1A00929B,1C1AB6E07FA111F11571DA7D1A00929B,1C1AB6E07FA111F11571DA7D1A00929B,1C1AB6E07FA111F11571DA7D1A00929B,1C1AB6E07FA111F11571DA7D1A00929B,1C1AB6E07FA111F11571DA7D1A00929B,1C1AB6E07FA111F11571DA7D1A00929B,1C1AB6E07FA111F11571DA7D1A00929B,1C1AB6E07FA111F11571DA7D1A00929B,1C1AB6E07FA111F11571DA7D1A00929B,1C1AB6E07FA111F11571DA7D1A00929B,1C1AB6E07FA111F11571DA7D1A00929B,1C1AB6E07FA111F11571DA7D1A00929B,1C1AB6E07FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,"E9AD503780B811F11571DA7D1A00929B","E9AD503780B811F11571DA7D1A00929B","E9AD503780B811F11571DA7D1A00929B","E9AD503D80B811F11571DA7D1A00929B","E9AD503D80B811F11571DA7D1A00929B","E9AD503D80B811F11571DA7D1A00929B","E9AD503A80B811F11571DA7D1A00929B","E9AD503A80B811F11571DA7D1A00929B","E9AD503A80B811F11571DA7D1A00929B","E9AD503980B811F11571DA7D1A00929B","E9AD503980B811F11571DA7D1A00929B","E9AD503980B811F11571DA7D1A00929B","E9AD503B80B811F11571DA7D1A00929B","E9AD503B80B811F11571DA7D1A00929B","E9AD503B80B811F11571DA7D1A00929B","E9AD503C80B811F11571DA7D1A00929B","E9AD503C80B811F11571DA7D1A00929B","E9AD503C80B811F11571DA7D1A00929B","D49BA9F46437F2111F1","D49BA9F46437F2111F1","D49BA9F46437F2111F1","D4ABA9F46437F2111F1","D4ABA9F46437F2111F1","D4ABA9F46437F2111F1","DA0BA9F46437F2111F1","DA0BA9F46437F2111F1","DA0BA9F46437F2111F1","E9AD503880B811F11571DA7D1A00929B","E9AD503880B811F11571DA7D1A00929B","E9AD503880B811F11571DA7D1A00929B","E9AD503680B811F11571DA7D1A00929B","E9AD503680B811F11571DA7D1A00929B","E9AD503680B811F11571DA7D1A00929B","E9AD503280B811F11571DA7D1A00929B","E9AD503280B811F11571DA7D1A00929B","E9AD503280B811F11571DA7D1A00929B","E9AD504280B811F11571DA7D1A00929B","E9AD504280B811F11571DA7D1A00929B","E9AD504280B811F11571DA7D1A00929B","E9AD504180B811F11571DA7D1A00929B","E9AD504180B811F11571DA7D1A00929B","E9AD504180B811F11571DA7D1A00929B","E9AD504080B811F11571DA7D1A00929B","E9AD504080B811F11571DA7D1A00929B","E9AD504080B811F11571DA7D1A00929B","E9AD503E80B811F11571DA7D1A00929B","E9AD503E80B811F11571DA7D1A00929B","E9AD503E80B811F11571DA7D1A00929B","E9AD503580B811F11571DA7D1A00929B","E9AD503580B811F11571DA7D1A00929B","E9AD503580B811F11571DA7D1A00929B","E9AD503480B811F11571DA7D1A00929B","E9AD503480B811F11571DA7D1A00929B","E9AD503480B811F11571DA7D1A00929B","E9AD503F80B811F11571DA7D1A00929B","E9AD503F80B811F11571DA7D1A00929B","E9AD503F80B811F11571DA7D1A00929B","E9AD503180B811F11571DA7D1A00929B","E9AD503180B811F11571DA7D1A00929B","E9AD503180B811F11571DA7D1A00929B","E9AD503380B811F11571DA7D1A00929B","E9AD503380B811F11571DA7D1A00929B","E9AD503380B811F11571DA7D1A00929B"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.000015,0.003850,-0.000908,0.999992,-0.288467,0.047329,0.180133,-0.116647,0.053440,0.184908,-0.356103,0.045598,0.180050,-0.392652,0.042950,0.175440,-0.008967,0.010052,-0.000632,0.999909,-0.284487,0.046137,0.053791,-0.115627,0.051311,0.058598,-0.354477,0.044069,0.052415,-0.383357,0.043031,0.050361,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.168541,0.005454,0.010036,-0.069487,-0.001221,-0.002926,-0.099053,-0.004234,-0.007110,-0.000388,0.010338,-0.000985,0.999946,-0.281419,0.044904,-0.016282,-0.113862,0.050622,-0.012703,-0.347572,0.042414,-0.017658,-0.382824,0.041675,-0.018485,0.013077,-0.638014,0.769745,0.016137,-0.245973,0.114173,0.156223,-0.245977,0.143080,0.129046,-0.212444,0.097950,0.168476,-0.279498,0.101489,0.171147,-0.002108,0.993777,0.098901,0.051206,-0.232521,0.108697,-0.008678,-0.248014,0.141070,0.029472,-0.204359,0.085413,-0.027985,-0.245191,0.099608,-0.027521,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.032813,-0.002966,-0.033038,-0.055313,-0.002309,0.007329,0.022501,0.005274,0.025709,-0.248032,0.140771,0.029042,-0.204800,0.085530,-0.028031,-0.244669,0.099787,-0.027020,-0.245531,0.143111,0.128977,-0.213699,0.098646,0.167934,-0.279399,0.101059,0.171542,-0.384480,0.045570,0.116305,-0.355724,0.046434,0.118793,1.421421,-0.186405,-0.804352,-0.112707,0.050713,-0.012691,-0.347609,0.042210,-0.017612,-0.383406,0.041838,-0.018538,,,,,,,,,,-0.113800,0.050817,0.058198,-0.354444,0.044786,0.053010,-0.383652,0.042407,0.049841,-0.116893,0.053437,0.184917,-0.355894,0.045568,0.179963,-0.392652,0.042980,0.175517
1,0.008000,-0.000371,0.003889,-0.001004,0.999992,-0.288457,0.047330,0.180147,-0.116635,0.053412,0.184905,-0.356093,0.045611,0.180071,-0.392643,0.042967,0.175466,-0.018036,0.010416,-0.000988,0.999783,-0.284368,0.046161,0.053704,-0.115502,0.051329,0.058292,-0.354361,0.044106,0.052417,-0.383243,0.043046,0.050403,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.168541,0.005454,0.010036,-0.069487,-0.001221,-0.002926,-0.099053,-0.004234,-0.007110,-0.000509,0.010328,-0.000992,0.999946,-0.281423,0.044917,-0.016261,-0.113866,0.050634,-0.012680,-0.347576,0.042428,-0.017637,-0.382828,0.041689,-0.018464,0.012813,-0.637832,0.769910,0.015649,-0.246050,0.114238,0.156213,-0.246039,0.143132,0.129022,-0.212527,0.098035,0.168508,-0.279585,0.101547,0.171108,-0.002177,0.993809,0.098691,0.050979,-0.232502,0.108707,-0.008672,-0.247983,0.141094,0.029471,-0.204345,0.085419,-0.027982,-0.245179,0.099608,-0.027506,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.032813,-0.002966,-0.033038,-0.055313,-0.002309,0.007329,0.022501,0.005274,0.025709,-0.247999,0.140782,0.029024,-0.204779,0.085536,-0.028023,-0.244667,0.099790,-0.027006,-0.245527,0.143147,0.128962,-0.213766,0.098683,0.168008,-0.279388,0.101062,0.171547,-0.384505,0.045534,0.116319,-0.355668,0.046512,0.118815,1.421508,-0.186341,-0.804389,-0.112684,0.050722,-0.012668,-0.347616,0.042241,-0.017589,-0.383414,0.041837,-0.018521,,,,,,,,,,-0.113940,0.051132,0.058124,-0.354443,0.044810,0.053030,-0.383648,0.042427,0.049862,-0.116880,0.053408,0.184914,-0.355870,0.045590,0.179983,-0.392653,0.042989,0.175543
2,0.017000,-0.001159,0.003801,-0.000875,0.999992,-0.288462,0.047314,0.180139,-0.116642,0.053448,0.184917,-0.356097,0.045577,0.180054,-0.392645,0.042916,0.175446,-0.033673,0.009944,-0.001542,0.999382,-0.284371,0.046148,0.053695,-0.115505,0.051331,0.058277,-0.354364,0.044107,0.052407,-0.383244,0.043006,0.050400,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.168541,0.005454,0.010036,-0.069487,-0.001221,-0.002926,-0.099053,-0.004234,-0.007110,-0.000763,0.010324,-0.000998,0.999946,-0.281411,0.044881,-0.016269,-0.113854,0.050600,-0.012690,-0.347564,0.042392,-0.017645,-0.382816,0.041652,-0.018472,0.013329,-0.639091,0.768792,0.018572,-0.245981,0.114132,0.156155,-0.245979,0.143116,0.129059,-0.212466,0.097758,0.168245,-0.279498,0.101523,0.171160,-0.001764,0.993777,0.098761,0.051475,-0.232517,0.108688,-0.008664,-0.248003,0.141082,0.029471,-0.204364,0.085378,-0.027952,-0.245185,0.099604,-0.027511,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.032813,-0.002966,-0.033038,-0.055313,-0.002309,0.007329,0.022501,0.005274,0.025709,-0.248018,0.140771,0.029026,-0.204815,0.085501,-0.027995,-0.244655,0.099783,-0.027004,-0.245533,0.143162,0.128973,-0.213731,0.098432,0.167736,-0.279382,0.101079,0.171563,-0.384492,0.045554,0.116338,-0.355712,0.046477,0.118801,1.421350,-0.186279,-0.804441,-0.112679,0.050681,-0.012678,-0.347603,0.042228,-0.017595,-0.383403,0.041780,-0.018531,,,,,,,,,,-0.113991,0.051154,0.058117,-0.354449,0.044784,0.053025,-0.383658,0.042409,0.049855,-0.116886,0.053443,0.184923,-0.355877,0.045567,0.179988,-0.392654,0.042929,0.175504
3,0.025000,-0.000892,0.003832,-0.000973,0.999992,-0.288460,0.047335,0.180138,-0.116639,0.053433,0.184908,-0.356096,0.045612,0.180056,-0.392645,0.042960,0.175449,-0.053189,0.008672,-0.002432,0.998544,-0.284505,0.046128,0.053794,-0.115644,0.051273,0.058601,-0.354497,0.044126,0.052408,-0.383374,0.042984,0.050372,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.168541,0.005454,0.010036,-0.069487,-0.001221,-0.002926,-0.099053,-0.004234,-0.007110,-0.001174,0.010299,-0.000976,0.999946,-0.281420,0.044923,-0.016262,-0.113863,0.050653,-0.012679,-0.347573,0.042428,-0.017638,-0.382825,0.041687,-0.018467,0.012807,-0.636984,0.770644,0.013961,-0.246038,0.114279,0.156252,-0.246044,0.143113,0.128997,-0.212499,0.098192,0.168655,-0.279572,0.101532,0.171103,-0.002266,0.993845,0.098435,0.050774,-0.232515,0.108690,-0.008667,-0.247987,0.141094,0.029465,-0.204361,0.085397,-0.027975,-0.245197,0.099578,-0.027491,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.032813,-0.002966,-0.033038,-0.055313,-0.002309,0.007329,0.022501,0.005274,0.025709,-0.247995,0.140790,0.029034,-0.204808,0.085526,-0.028007,-0.244688,0.099743,-0.027017,-0.245543,0.143116,0.128953,-0.213728,0.098848,0.168137,-0.279386,0.101071,0.171524,-0.384474,0.045566,0.116331,-0.355703,0.046482,0.118802,1.421351,-0.186289,-0.804447,-0.112684,0.050737,-0.012670,-0.347607,0.042253,-0.017579,-0.383424,0.041825,-0.018535,,,,,,,,,,-0.113802,0.050815,0.058197,-0.354472,0.044798,0.053012,-0.383664,0.042396,0.049843,-0.116902,0.053433,0.184918,-0.355889,0.045565,0.179966,-0.392637,0.043006,0.175529
4,0.033000,-0.000894,0.003821,-0.000962,0.999992,-0.288462,0.047321,0.180138,-0.116641,0.053423,0.184912,-0.356098,0.045597,0.180054,-0.392646,0.042944,0.175447,-0.075912,0.008077,-0.003485,0.997076,-0.284469,0.046135,0.053778,-0.115605,0.051220,0.058549,-0.354463,0.044186,0.052401,-0.383339,0.042999,0.050384,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.168541,0.005454,0.010036,-0.069487,-0.001221,-0.002926,-0.099053,-0.004234,-0.007110,-0.001707,0.010315,-0.001033,0.999945,-0.281448,0.044941,-0.016248,-0.113890,0.050658,-0.012677,-0.347601,0.042453,-0.017620,-0.382853,0.041714,-0.018446,0.012628,-0.637041,0.770603,0.013842,-0.246052,0.114265,0.156284,-0.246045,0.143102,0.129033,-0.212519,0.098174,0.168699,-0.279592,0.101517,0.171119,-0.001968,0.993772,0.098857,0.051381,-0.232523,0.108696,-0.008645,-0.248017,0.141077,0.029498,-0.204362,0.085401,-0.027941,-0.245190,0.099610,-0.027491,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.032813,-0.002966,-0.033038,-0.055313,-0.002309,0.007329,0.022501,0.005274,0.025709,-0.248037,0.140768,0.029055,-0.204804,0.085518,-0.027988,-0.244663,0.099794,-0.026979,-0.245542,0.143107,0.128987,-0.213762,0.098834,0.168179,-0.279403,0.101052,0.171543,-0.384455,0.045576,0.116318,-0.355701,0.046478,0.118802,1.421461,-0.186414,-0.804359,-0.112701,0.050743,-0.012667,-0.347637,0.042278,-0.017560,-0.383451,0.041851,-0.018514,,,,,,,,,,-0.113799,0.050813,0.058196,-0.354430,0.044883,0.053020,-0.383670,0.042390,0.049842,-0.116882,0.053420,0.184920,-0.355887,0.045577,0.179979,-0.392651,0.042966,0.175514
5,0.042000,-0.000959,0.003814,-0.000968,0.999992,-0.288453,0.047320,0.180133,-0.116632,0.053420,0.184909,-0.356089,0.045596,0.180049,-0.392637,0.042943,0.175441,-0.099455,0.007303,-0.004351,0.995006,-0.284474,0.046120,0.053793,-0.115611,0.051220,0.058572,-0.354469,0.044192,0.052404,-0.383344,0.042946,0.050402,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.168541,0.005454,0.010036,-0.069487,-0.001221,-0.002926,-0.099053,-0.004234,-0.007110,-0.002240,0.010273,-0.001066,0.999944,-0.281408,0.044885,-0.016287,-0.113850,0.050596,-0.012709,-0.347560,0.042398,-0.017662,-0.382813,0.041660,-0.018490,0.012454,-0.635377,0.772026,0.010816,-0.246033,0.114367,0.156388,-0.246044,0.143087,0.129014,-0.212479,0.098483,0.169010,-0.279577,0.101532,0.171141,-0.002111,0.993789,0.098730,0.051300,-0.232511,0.108689,-0.008654,-0.248009,0.141075,0.029482,-0.204346,0.085397,-0.027948,-0.245177,0.099594,-0.027497,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.032813,-0.002966,-0.033038,-0.055313,-0.002309,0.007329,0.022501,0.005274,0.025709,-0.248026,0.140754,0.029022,-0.204799,0.085519,-0.027992,-0.244643,0.099781,-0.026978,-0.245534,0.143090,0.128973,-0.213729,0.099147,0.168470,-0.279393,0.101066,0.171571,-0.384505,0.045539,0.116341,-0.355724,0.046423,0.118780,1.421409,-0.186341,-0.804365,-0.112701,0.050679,-0.012696,-0.347593,0.042222,-0.017617,-0.383406,0.041799,-0.018545,,,,,,,,,,-0.113810,0.050844,0.058196,-0.354442,0.044805,0.053019,-0.383652,0.042408,0.049863,-0.116889,0.053416,0.184915,-0.355875,0.045577,0.179981,-0.392636,0.042965,0.175502
