Name,pvc4,pvc4,pvc4,pvc4,pvc4,pvc4,pvc4,pvc4:Marker1,pvc4:Marker1,pvc4:Marker1,pvc4:Marker2,pvc4:Marker2,pvc4:Marker2,pvc4:Marker3,pvc4:Marker3,pvc4:Marker3,pvc3,pvc3,pvc3,pvc3,pvc3,pvc3,pvc3,pvc3:Marker1,pvc3:Marker1,pvc3:Marker1,pvc3:Marker2,pvc3:Marker2,pvc3:Marker2,pvc3:Marker3,pvc3:Marker3,pvc3:Marker3,pvc2,pvc2,pvc2,pvc2,pvc2,pvc2,pvc2,pvc2:Marker1,pvc2:Marker1,pvc2:Marker1,pvc2:Marker2,pvc2:Marker2,pvc2:Marker2,pvc2:Marker3,pvc2:Marker3,pvc2:Marker3,pvc1,pvc1,pvc1,pvc1,pvc1,pvc1,pvc1,pvc1:Marker1,pvc1:Marker1,pvc1:Marker1,pvc1:Marker2,pvc1:Marker2,pvc1:Marker2,pvc1:Marker3,pvc1:Marker3,pvc1:Marker3,FrontMod,FrontMod,FrontMod,FrontMod,FrontMod,FrontMod,FrontMod,FrontMod:Marker1,FrontMod:Marker1,FrontMod:Marker1,FrontMod:Marker2,FrontMod:Marker2,FrontMod:Marker2,FrontMod:Marker3,FrontMod:Marker3,FrontMod:Marker3,BackMod,BackMod,BackMod,BackMod,BackMod,BackMod,BackMod,BackMod:Marker1,BackMod:Marker1,BackMod:Marker1,BackMod:Marker2,BackMod:Marker2,BackMod:Marker2,BackMod:Marker3,BackMod:Marker3,BackMod:Marker3,BackMod:Marker1,BackMod:Marker1,BackMod:Marker1,BackMod:Marker2,BackMod:Marker2,BackMod:Marker2,BackMod:Marker3,BackMod:Marker3,BackMod:Marker3,FrontMod:Marker1,FrontMod:Marker1,FrontMod:Marker1,FrontMod:Marker2,FrontMod:Marker2,FrontMod:Marker2,FrontMod:Marker3,FrontMod:Marker3,FrontMod:Marker3,pvc1:Marker1,pvc1:Marker1,pvc1:Marker1,pvc1:Marker2,pvc1:Marker2,pvc1:Marker2,pvc1:Marker3,pvc1:Marker3,pvc1:Marker3,pvc2:Marker1,pvc2:Marker1,pvc2:Marker1,pvc2:Marker2,pvc2:Marker2,pvc2:Marker2,pvc2:Marker3,pvc2:Marker3,pvc2:Marker3,pvc3:Marker1,pvc3:Marker1,pvc3:Marker1,pvc3:Marker2,pvc3:Marker2,pvc3:Marker2,pvc3:Marker3,pvc3:Marker3,pvc3:Marker3,pvc4:Marker1,pvc4:Marker1,pvc4:Marker1,pvc4:Marker2,pvc4:Marker2,pvc4:Marker2,pvc4:Marker3,pvc4:Marker3,pvc4:Marker3
Component,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Axis,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1,X.1,Y.1,Z.1
Time (Seconds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,-0.021962,0.010142,-9e-05,0.999707,-0.237598,0.04961,0.202379,-0.065744,0.056187,0.204706,-0.305226,0.047774,0.203229,-0.341824,0.04487,0.199203,-0.010002,0.006951,0.00167,0.999924,-0.235064,0.046174,0.038679,-0.066263,0.05215,0.044514,-0.305034,0.043776,0.036876,-0.333895,0.042598,0.034647,0.009302,0.016834,-0.0014,0.999814,-0.235297,0.049812,0.129633,-0.066498,0.054659,0.134086,-0.304847,0.048818,0.129027,-0.334546,0.045958,0.125787,-0.000297,0.001016,0.001649,0.999998,-0.23308,0.045533,-0.027616,-0.065651,0.052134,-0.020914,-0.299181,0.042695,-0.030225,-0.334408,0.04177,-0.031709,0.791186,-0.421257,0.213517,-0.388558,-0.185536,0.080769,0.115963,-0.218943,0.059626,0.119305,-0.186568,0.119842,0.112848,-0.151098,0.062839,0.115736,-0.076095,0.057011,-0.011302,0.995405,-0.181647,0.107511,-0.078517,-0.185713,0.143392,-0.042826,-0.215002,0.096527,-0.095809,-0.144225,0.082614,-0.096915,-0.1856,0.142937,-0.043267,-0.214748,0.096605,-0.095683,-0.14451,0.082836,-0.096742,-0.217926,0.060024,0.119228,-0.186761,0.119952,0.112848,-0.151306,0.062416,0.115779,-0.066387,0.052112,-0.02095,-0.298618,0.042672,-0.030168,-0.334443,0.041804,-0.031738,-0.066409,0.054707,0.134118,-0.305513,0.047514,0.128151,-0.334394,0.046399,0.126084,-0.066288,0.05211,0.044486,-0.304653,0.044578,0.037469,-0.334072,0.042208,0.034358,-0.065563,0.056166,0.204724,-0.30522,0.048009,0.203111,-0.342049,0.044635,0.199311
0.008,-0.036563,0.009597,-0.00035,0.999285,-0.237613,0.049617,0.202373,-0.06576,0.056227,0.204694,-0.305242,0.047818,0.203202,-0.341836,0.044805,0.199223,-0.018873,0.006715,0.00121,0.999799,-0.235048,0.046164,0.038665,-0.066245,0.052109,0.04448,-0.30502,0.043789,0.036869,-0.333881,0.042594,0.034646,0.019744,0.017135,-0.000872,0.999658,-0.235306,0.049756,0.129627,-0.066507,0.05463,0.134085,-0.304855,0.048726,0.129039,-0.334554,0.045912,0.125756,-0.000514,0.001007,0.001626,0.999998,-0.233076,0.045519,-0.027618,-0.065647,0.052116,-0.020916,-0.299177,0.042683,-0.030227,-0.334404,0.041759,-0.031712,0.791329,-0.421039,0.213514,-0.388505,-0.185511,0.080787,0.11597,-0.218908,0.05963,0.119316,-0.18656,0.11986,0.112844,-0.151065,0.062872,0.11575,-0.07568,0.056913,-0.011027,0.995446,-0.181649,0.107554,-0.07856,-0.185739,0.143402,-0.042839,-0.214996,0.096568,-0.095867,-0.144211,0.082692,-0.096974,-0.185604,0.142921,-0.043304,-0.21476,0.096642,-0.095748,-0.144496,0.082926,-0.096789,-0.217963,0.060052,0.119236,-0.186757,0.119945,0.112847,-0.151257,0.06247,0.115792,-0.066425,0.052089,-0.020953,-0.2986,0.042683,-0.030169,-0.334436,0.041776,-0.03174,-0.066425,0.054678,0.134119,-0.305516,0.047457,0.128127,-0.334386,0.046366,0.126084,-0.066273,0.05207,0.044452,-0.304639,0.04456,0.037449,-0.334054,0.042221,0.034364,-0.065515,0.056207,0.204713,-0.305268,0.048029,0.203099,-0.342039,0.044613,0.199307
0.017,-0.057573,0.00874,-0.000792,0.998303,-0.23762,0.049656,0.202386,-0.065768,0.056292,0.204723,-0.305251,0.04792,0.203174,-0.34184,0.044756,0.199262,-0.033392,0.006193,0.000559,0.999423,-0.235067,0.046178,0.038672,-0.066263,0.052109,0.0445,-0.305038,0.043827,0.036868,-0.333898,0.042599,0.034648,0.037257,0.017692,3.4e-05,0.999149,-0.235302,0.049746,0.129651,-0.066505,0.054672,0.134101,-0.304851,0.04865,0.129101,-0.33455,0.045916,0.125752,-0.000938,0.001037,0.001604,0.999998,-0.233068,0.045542,-0.027602,-0.065638,0.052137,-0.020915,-0.299169,0.042707,-0.030205,-0.334396,0.041783,-0.031686,0.791304,-0.420676,0.213662,-0.388868,-0.185505,0.080758,0.115969,-0.218892,0.05958,0.119281,-0.186575,0.119831,0.112855,-0.151048,0.062864,0.115773,-0.075578,0.056666,-0.011649,0.99546,-0.181647,0.107561,-0.078534,-0.185715,0.143409,-0.04281,-0.214998,0.096617,-0.095862,-0.144229,0.082656,-0.096929,-0.18561,0.14294,-0.043268,-0.214764,0.096705,-0.09573,-0.144484,0.082863,-0.096765,-0.217934,0.059967,0.119204,-0.186766,0.119929,0.112856,-0.151261,0.062457,0.115816,-0.066393,0.052111,-0.020952,-0.298606,0.042708,-0.030143,-0.334426,0.041799,-0.031718,-0.066422,0.054717,0.134138,-0.305514,0.047469,0.128121,-0.334377,0.046345,0.126109,-0.066299,0.052072,0.044472,-0.30464,0.044587,0.037468,-0.334061,0.042253,0.034375,-0.065507,0.056281,0.204736,-0.305276,0.048062,0.20312,-0.342044,0.044621,0.199306
0.025,-0.078668,0.007974,-0.001438,0.996868,-0.237628,0.049654,0.202368,-0.065775,0.056245,0.204691,-0.305262,0.048007,0.203123,-0.341847,0.044709,0.199291,-0.053039,0.00556,-0.000287,0.998577,-0.235065,0.046181,0.038667,-0.066262,0.052104,0.044487,-0.305038,0.043857,0.036861,-0.333897,0.042583,0.034652,0.059961,0.018448,0.001,0.99803,-0.2353,0.049749,0.129662,-0.066502,0.054673,0.134086,-0.304848,0.048595,0.129163,-0.334549,0.04598,0.125736,-0.001496,0.001009,0.001565,0.999997,-0.233076,0.045516,-0.027615,-0.065645,0.052106,-0.020926,-0.299177,0.042683,-0.030219,-0.334404,0.04176,-0.031701,0.791283,-0.421036,0.213375,-0.388679,-0.185507,0.080771,0.11597,-0.218901,0.059607,0.119309,-0.186562,0.119844,0.112861,-0.151058,0.062861,0.115741,-0.075721,0.0567,-0.011572,0.995448,-0.181649,0.107551,-0.078529,-0.18572,0.143409,-0.042815,-0.214999,0.096598,-0.095851,-0.144228,0.082648,-0.09692,-0.185612,0.142948,-0.043264,-0.214751,0.096681,-0.095721,-0.1445,0.082863,-0.096752,-0.21793,0.060035,0.119227,-0.186768,0.119939,0.112863,-0.151254,0.062434,0.115785,-0.066395,0.052083,-0.020963,-0.298621,0.042667,-0.030159,-0.334432,0.04179,-0.031732,-0.066416,0.054716,0.134125,-0.305532,0.047466,0.128128,-0.334375,0.046383,0.126107,-0.066289,0.052068,0.044457,-0.304651,0.044583,0.037456,-0.334081,0.042219,0.034353,-0.065557,0.056245,0.2047,-0.305268,0.048063,0.20309,-0.342039,0.044649,0.199317
0.033,-0.094827,0.007336,-0.001934,0.995465,-0.237634,0.049621,0.202368,-0.06578,0.056179,0.204697,-0.30527,0.04804,0.203088,-0.341853,0.044643,0.199318,-0.075145,0.004846,-0.001354,0.99716,-0.235075,0.046162,0.038654,-0.066269,0.052036,0.044468,-0.305049,0.043884,0.036845,-0.333907,0.042564,0.03465,0.083948,0.019227,0.002106,0.996282,-0.235278,0.049761,0.12969,-0.066481,0.054712,0.134093,-0.304826,0.04853,0.12924,-0.334528,0.04604,0.125737,-0.00208,0.001004,0.001504,0.999996,-0.233071,0.045531,-0.027598,-0.06564,0.052107,-0.020915,-0.299173,0.042702,-0.030199,-0.334399,0.041782,-0.031681,0.791194,-0.421116,0.213352,-0.388786,-0.185528,0.080775,0.115954,-0.218925,0.059616,0.119285,-0.186577,0.11985,0.112856,-0.151082,0.062861,0.11572,-0.075773,0.056681,-0.0113,0.995449,-0.181627,0.10754,-0.078524,-0.185718,0.143398,-0.042813,-0.214971,0.096566,-0.095846,-0.144193,0.082655,-0.096914,-0.185598,0.142932,-0.043264,-0.214727,0.096644,-0.095721,-0.144472,0.082879,-0.096738,-0.21793,0.060004,0.119206,-0.186777,0.11996,0.112857,-0.151305,0.062427,0.115766,-0.06643,0.052083,-0.020951,-0.298641,0.042686,-0.030152,-0.334408,0.041812,-0.031703,-0.066375,0.054751,0.134134,-0.305546,0.047474,0.128109,-0.334388,0.046371,0.126092,-0.066304,0.052001,0.044437,-0.304648,0.04461,0.037474,-0.334075,0.042229,0.034358,-0.065529,0.056191,0.204702,-0.30528,0.048029,0.203092,-0.342059,0.044644,0.199311
0.042,-0.104331,0.006916,-0.002148,0.994516,-0.237611,0.049619,0.202376,-0.065758,0.056185,0.204722,-0.305248,0.048066,0.20307,-0.341829,0.044605,0.199335,-0.098924,0.004067,-0.002324,0.995084,-0.235052,0.046226,0.038693,-0.066246,0.052109,0.044499,-0.305027,0.043973,0.036879,-0.333883,0.042595,0.034702,0.107493,0.020032,0.003083,0.993999,-0.235259,0.049731,0.129723,-0.06646,0.054675,0.134085,-0.304805,0.048439,0.129327,-0.334511,0.046081,0.125757,-0.00285,0.000933,0.001482,0.999994,-0.23308,0.04552,-0.027614,-0.06565,0.052101,-0.020916,-0.299182,0.042691,-0.03022,-0.334408,0.04177,-0.031706,0.791383,-0.420958,0.21332,-0.38859,-0.185525,0.080764,0.115974,-0.218913,0.059594,0.119322,-0.186588,0.119836,0.112857,-0.151072,0.062861,0.115744,-0.076007,0.057041,-0.011112,0.995412,-0.181631,0.107545,-0.078527,-0.185707,0.143417,-0.042829,-0.214984,0.096552,-0.095819,-0.144202,0.082665,-0.096934,-0.185594,0.142955,-0.043278,-0.214743,0.096633,-0.095692,-0.144473,0.082882,-0.096764,-0.217931,0.060023,0.119239,-0.186776,0.119913,0.11286,-0.151276,0.062486,0.115784,-0.066435,0.052071,-0.020956,-0.298615,0.042704,-0.030153,-0.334434,0.041776,-0.031742,-0.066339,0.054712,0.134129,-0.305511,0.047466,0.12813,-0.334401,0.046366,0.126109,-0.066272,0.052076,0.044468,-0.304653,0.044592,0.037471,-0.334076,0.042263,0.034384,-0.065531,0.056202,0.204724,-0.305244,0.048017,0.203086,-0.342042,0.044643,0.199316
0.05,-0.107976,0.006763,-0.002131,0.994128,-0.237621,0.049608,0.202366,-0.065768,0.056212,0.204711,-0.305257,0.048053,0.203053,-0.341836,0.04456,0.199333,-0.123272,0.00326,-0.003358,0.992362,-0.235039,0.046228,0.038693,-0.066233,0.052107,0.044493,-0.305015,0.044006,0.036871,-0.33387,0.042571,0.034715,0.12999,0.020709,0.004153,0.99129,-0.235281,0.049705,0.129721,-0.066484,0.054685,0.134079,-0.304827,0.048333,0.12936,-0.334534,0.046097,0.125726,-0.003612,0.000938,0.001421,0.999992,-0.233076,0.045538,-0.027611,-0.065645,0.052108,-0.020925,-0.299178,0.042712,-0.030212,-0.334405,0.041794,-0.031696,0.791275,-0.420827,0.213603,-0.388795,-0.185517,0.080789,0.115986,-0.218909,0.059619,0.119305,-0.186578,0.119862,0.112872,-0.151065,0.062886,0.115779,-0.075907,0.056952,-0.011358,0.995422,-0.181632,0.107538,-0.078524,-0.185699,0.143407,-0.04282,-0.214987,0.096565,-0.095824,-0.144211,0.082644,-0.096927,-0.185588,0.142934,-0.04328,-0.214733,0.096649,-0.095692,-0.144491,0.082864,-0.096754,-0.21791,0.060051,0.119222,-0.186771,0.119946,0.112874,-0.151272,0.062493,0.115821,-0.066418,0.052083,-0.02096,-0.298613,0.042705,-0.030164,-0.334433,0.041816,-0.031718,-0.066369,0.054718,0.134124,-0.305505,0.047493,0.128145,-0.334418,0.046353,0.1261,-0.066253,0.052076,0.044461,-0.304658,0.044581,0.03747,-0.334072,0.042243,0.034373,-0.065502,0.056231,0.20471,-0.305258,0.048007,0.203092,-0.342073,0.044594,0.199291
